📈 回測總表 (起點: 2026-01-01)
--------------------------------------------------------------------------------
6831.TW    | 次數: 2    | 勝率:  50.00% | 累計:   13.69%
2308.TW    | 次數: 1    | 勝率: 100.00% | 累計:   11.57%
6903.TWO   | 次數: 5    | 勝率:  20.00% | 累計:  -21.51%
2324.TW    | 次數: 2    | 勝率:  50.00% | 累計:   -0.15%
6108.TW    | 次數: 3    | 勝率:  33.33% | 累計:   -1.00%
4148.TW    | 次數: 1    | 勝率: 100.00% | 累計:   14.91%
6578.TWO   | 次數: 3    | 勝率:   0.00% | 累計:   -7.93%
1907.TW    | 次數: 1    | 勝率:   0.00% | 累計:    0.00%
2375.TW    | 次數: 1    | 勝率: 100.00% | 累計:    2.00%
00965.TW   | 次數: 1    | 勝率: 100.00% | 累計:    2.62%
4513.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    2.55%
6805.TW    | 次數: 1    | 勝率: 100.00% | 累計:    3.79%
2905.TW    | 次數: 2    | 勝率:  50.00% | 累計:   -3.64%
2073.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    1.13%
5292.TW    | 次數: 2    | 勝率: 100.00% | 累計:   23.19%
3313.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -4.46%
4433.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -4.44%
3529.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   -6.09%
8436.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   23.67%
6276.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -8.25%
6182.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   12.39%
6598.TW    | 次數: 2    | 勝率:  50.00% | 累計:    3.56%
2387.TW    | 次數: 1    | 勝率: 100.00% | 累計:    1.48%
2609.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -4.85%
3632.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -4.33%
5013.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   -0.46%
6548.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   13.68%
00713.TW   | 次數: 1    | 勝率: 100.00% | 累計:    0.10%
4764.TW    | 次數: 1    | 勝率: 100.00% | 累計:    6.92%
2887I.TW   | 次數: 1    | 勝率: 100.00% | 累計:    0.21%
6472.TW    | 次數: 2    | 勝率:  50.00% | 累計:   -3.14%
6863.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -7.69%
2365.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -10.44%
2425.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -9.54%
3594.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -5.61%
4561.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    4.82%
6128.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -7.61%
2313.TW    | 次數: 1    | 勝率: 100.00% | 累計:   51.35%
6823.TWO   | 次數: 1    | 勝率:   0.00% | 累計:  -18.54%
2390.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -14.80%
6175.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -8.56%
5321.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -2.72%
3379.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -3.81%
2723.TW    | 次數: 1    | 勝率: 100.00% | 累計:    2.27%
3141.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -7.96%
7740.TW    | 次數: 1    | 勝率: 100.00% | 累計:    5.31%
6708.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -4.15%
1435.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -10.04%
6291.TWO   | 次數: 3    | 勝率:   0.00% | 累計:  -17.29%
3048.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -14.32%
6693.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -4.15%
4949.TW    | 次數: 2    | 勝率:  50.00% | 累計:   -1.34%
6282.TW    | 次數: 1    | 勝率: 100.00% | 累計:   21.97%
1312.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -5.76%
3049.TW    | 次數: 4    | 勝率:   0.00% | 累計:  -62.77%
7732.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -5.04%
2515.TW    | 次數: 2    | 勝率:  50.00% | 累計:    0.58%
1723.TW    | 次數: 3    | 勝率:   0.00% | 累計:   -6.25%
6179.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -4.46%
2727.TW    | 次數: 3    | 勝率:   0.00% | 累計:   -4.34%
00654R.TW  | 次數: 3    | 勝率:  33.33% | 累計:   -1.51%
4414.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.58%
2465.TW    | 次數: 1    | 勝率: 100.00% | 累計:    3.29%
5493.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -6.28%
00951.TW   | 次數: 2    | 勝率:  50.00% | 累計:   -4.16%
6531.TW    | 次數: 2    | 勝率: 100.00% | 累計:    7.67%
3322.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -1.18%
8926.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -3.00%
3028.TW    | 次數: 3    | 勝率:  33.33% | 累計:  -10.90%
5515.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -11.68%
3430.TWO   | 次數: 3    | 勝率:   0.00% | 累計:  -31.00%
3265.TWO   | 次數: 1    | 勝率:   0.00% | 累計:    0.00%
3481.TW    | 次數: 2    | 勝率:  50.00% | 累計:   22.82%
2067.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -3.29%
8176.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -11.04%
6916.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -7.88%
2409.TW    | 次數: 2    | 勝率:  50.00% | 累計:   13.71%
00942B.TWO | 次數: 1    | 勝率:   0.00% | 累計:   -1.91%
3236.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    7.28%
00722B.TWO | 次數: 1    | 勝率:   0.00% | 累計:   -0.30%
3289.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -12.00%
00970B.TWO | 次數: 1    | 勝率: 100.00% | 累計:    0.10%
2033.TW    | 次數: 3    | 勝率:   0.00% | 累計:  -11.75%
0050.TW    | 次數: 2    | 勝率:  50.00% | 累計:    2.96%
4419.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    0.71%
4526.TW    | 次數: 2    | 勝率:  50.00% | 累計:    7.48%
3090.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -10.10%
6719.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -2.86%
3556.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    1.65%
2301.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -3.82%
00679B.TWO | 次數: 1    | 勝率:   0.00% | 累計:   -0.25%
1711.TW    | 次數: 3    | 勝率:  66.67% | 累計:   28.93%
2032.TW    | 次數: 3    | 勝率:  33.33% | 累計:   -9.67%
TXF.TW     | 次數: 1    | 勝率: 100.00% | 累計:    6.99%
3088.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    2.07%
7744.TWO   | 次數: 2    | 勝率:  50.00% | 累計:    1.63%
8422.TW    | 次數: 1    | 勝率: 100.00% | 累計:   16.16%
3701.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -12.58%
4562.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -7.85%
1294.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   10.72%
4129.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -1.75%
6904.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -6.44%
4772.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    4.72%
1449.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -6.80%
1599.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -1.74%
6921.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -3.25%
3092.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -12.62%
6148.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -3.19%
5701.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -8.14%
00985B.TW  | 次數: 3    | 勝率:  66.67% | 累計:   -0.48%
7728.TWO   | 次數: 2    | 勝率:  50.00% | 累計:    8.53%
2618.TW    | 次數: 2    | 勝率:  50.00% | 累計:   -1.66%
2489.TW    | 次數: 3    | 勝率:  66.67% | 累計:    0.48%
6509.TWO   | 次數: 3    | 勝率: 100.00% | 累計:    7.70%
3312.TW    | 次數: 1    | 勝率: 100.00% | 累計:    5.30%
2838.TW    | 次數: 1    | 勝率: 100.00% | 累計:    0.76%
3501.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -0.55%
8039.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.52%
3105.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   19.95%
3550.TW    | 次數: 1    | 勝率: 100.00% | 累計:    1.70%
3432.TW    | 次數: 1    | 勝率: 100.00% | 累計:   10.91%
1514.TW    | 次數: 1    | 勝率: 100.00% | 累計:   18.10%
00768B.TWO | 次數: 1    | 勝率:   0.00% | 累計:   -0.20%
7750.TW    | 次數: 3    | 勝率:  33.33% | 累計:   23.24%
6821.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   24.48%
6209.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -17.09%
4912.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -13.58%
3703.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -3.52%
1735.TW    | 次數: 1    | 勝率: 100.00% | 累計:    2.68%
1522.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -6.98%
00712.TW   | 次數: 1    | 勝率:   0.00% | 累計:   -0.21%
6776.TW    | 次數: 3    | 勝率:  33.33% | 累計:   -7.09%
8064.TWO   | 次數: 3    | 勝率:  66.67% | 累計:   26.07%
6196.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -12.02%
4989.TW    | 次數: 3    | 勝率:  33.33% | 累計:  -12.75%
6405.TW    | 次數: 1    | 勝率: 100.00% | 累計:    1.14%
6671.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -6.27%
1784.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -4.41%
4749.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   -1.42%
1220.TW    | 次數: 3    | 勝率:   0.00% | 累計:   -3.03%
5425.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -2.65%
1307.TW    | 次數: 2    | 勝率:  50.00% | 累計:   -0.83%
4960.TW    | 次數: 3    | 勝率:  33.33% | 累計:   35.57%
3437.TW    | 次數: 3    | 勝率:  33.33% | 累計:   -0.74%
6024.TW    | 次數: 2    | 勝率:  50.00% | 累計:   -0.96%
6683.TWO   | 次數: 2    | 勝率: 100.00% | 累計:  122.23%
3290.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -6.62%
1513.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -6.50%
1455.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -10.55%
6730.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   -5.24%
1742.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -0.32%
3038.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -0.68%
8996.TW    | 次數: 1    | 勝率: 100.00% | 累計:    3.59%
8011.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -2.61%
6246.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    3.48%
2485.TW    | 次數: 2    | 勝率: 100.00% | 累計:   53.65%
8059.TWO   | 次數: 1    | 勝率:   0.00% | 累計:  -13.16%
3708.TW    | 次數: 2    | 勝率:  50.00% | 累計:   -2.08%
1466.TW    | 次數: 1    | 勝率: 100.00% | 累計:   27.43%
4533.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   38.42%
8933.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    3.43%
6855.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -4.07%
2108.TW    | 次數: 3    | 勝率:   0.00% | 累計:  -17.17%
4588.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -0.59%
2049.TW    | 次數: 1    | 勝率: 100.00% | 累計:    5.80%
6859.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    3.49%
1582.TW    | 次數: 2    | 勝率:  50.00% | 累計:    8.95%
5474.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -1.23%
8438.TW    | 次數: 1    | 勝率: 100.00% | 累計:   39.05%
5351.TWO   | 次數: 2    | 勝率: 100.00% | 累計:   28.22%
1560.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -5.10%
9105.TW    | 次數: 1    | 勝率: 100.00% | 累計:    0.33%
2353.TW    | 次數: 3    | 勝率:   0.00% | 累計:   -8.46%
1736.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -6.58%
1593.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -9.90%
4564.TW    | 次數: 1    | 勝率: 100.00% | 累計:    2.37%
3288.TWO   | 次數: 2    | 勝率:  50.00% | 累計:    8.44%
6190.TWO   | 次數: 2    | 勝率:  50.00% | 累計:  -15.80%
2331.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -0.54%
2070.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    1.83%
5471.TW    | 次數: 2    | 勝率:  50.00% | 累計:    0.05%
3508.TWO   | 次數: 4    | 勝率:  50.00% | 累計:   22.86%
2540.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -8.09%
1218.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -0.54%
00753L.TW  | 次數: 1    | 勝率:   0.00% | 累計:   -2.33%
6861.TW    | 次數: 2    | 勝率:  50.00% | 累計:   87.80%
8110.TW    | 次數: 2    | 勝率:  50.00% | 累計:    7.01%
2481.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -15.54%
5516.TWO   | 次數: 1    | 勝率:   0.00% | 累計:  -10.45%
5223.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -8.23%
3083.TWO   | 次數: 1    | 勝率:   0.00% | 累計:    0.00%
1414.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -8.62%
6609.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    7.80%
7777.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -4.74%
2393.TW    | 次數: 1    | 勝率: 100.00% | 累計:    1.33%
3615.TWO   | 次數: 3    | 勝率:   0.00% | 累計:  -25.43%
6269.TW    | 次數: 3    | 勝率:   0.00% | 累計:   -9.49%
6207.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -2.54%
5205.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    1.56%
6937.TW    | 次數: 3    | 勝率:  66.67% | 累計:   -2.07%
2305.TW    | 次數: 3    | 勝率:  66.67% | 累計:   16.31%
1611.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -1.13%
6230.TW    | 次數: 3    | 勝率:  33.33% | 累計:    5.45%
2413.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -18.03%
6188.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -4.29%
3535.TW    | 次數: 2    | 勝率:  50.00% | 累計:    7.63%
2103.TW    | 次數: 1    | 勝率: 100.00% | 累計:    3.06%
6980.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   58.72%
2317.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -14.60%
1815.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -6.47%
5468.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -13.81%
5534.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -1.51%
4707.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -0.48%
2431.TW    | 次數: 1    | 勝率: 100.00% | 累計:   31.80%
6640.TWO   | 次數: 3    | 勝率:  33.33% | 累計:    4.57%
2451.TW    | 次數: 3    | 勝率:  33.33% | 累計:    6.49%
3526.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   11.15%
2010.TW    | 次數: 3    | 勝率:  66.67% | 累計:    7.67%
6199.TWO   | 次數: 2    | 勝率:  50.00% | 累計:    2.27%
3234.TWO   | 次數: 2    | 勝率: 100.00% | 累計:   38.32%
00795B.TWO | 次數: 1    | 勝率: 100.00% | 累計:    0.68%
2302.TW    | 次數: 3    | 勝率:  33.33% | 累計:    1.77%
3025.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -18.86%
5011.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -26.47%
4417.TWO   | 次數: 1    | 勝率:   0.00% | 累計:    0.00%
4406.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -4.27%
7714.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -4.87%
1432.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.64%
3033.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -5.51%
6592.TW    | 次數: 1    | 勝率: 100.00% | 累計:    0.94%
6953.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   -4.60%
6451.TW    | 次數: 2    | 勝率: 100.00% | 累計:   36.94%
8084.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -1.19%
3308.TW    | 次數: 1    | 勝率: 100.00% | 累計:    0.65%
00700.TW   | 次數: 1    | 勝率:   0.00% | 累計:   -2.25%
2038.TW    | 次數: 3    | 勝率:   0.00% | 累計:   -6.93%
3712.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -2.72%
4123.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -16.01%
4973.TWO   | 次數: 2    | 勝率: 100.00% | 累計:   41.65%
4728.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    0.26%
4137.TW    | 次數: 3    | 勝率:  33.33% | 累計:    0.63%
00720B.TWO | 次數: 2    | 勝率:   0.00% | 累計:   -0.88%
5225.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -3.46%
1438.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -6.95%
4305.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -4.46%
4927.TW    | 次數: 3    | 勝率:   0.00% | 累計:  -21.97%
3221.TWO   | 次數: 4    | 勝率:   0.00% | 累計:  -32.09%
00830.TW   | 次數: 1    | 勝率:   0.00% | 累計:   -1.07%
8150.TW    | 次數: 2    | 勝率:  50.00% | 累計:   11.83%
6438.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.67%
2359.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -10.31%
2891.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -6.73%
2455.TW    | 次數: 3    | 勝率:  66.67% | 累計:    2.13%
5478.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -4.13%
2492.TW    | 次數: 1    | 勝率: 100.00% | 累計:    5.68%
2347.TW    | 次數: 3    | 勝率:  66.67% | 累計:    6.01%
3252.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    0.99%
2332.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -5.73%
6789.TW    | 次數: 1    | 勝率: 100.00% | 累計:    3.19%
2404.TW    | 次數: 1    | 勝率: 100.00% | 累計:    1.47%
1722.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -2.67%
4916.TW    | 次數: 1    | 勝率: 100.00% | 累計:    4.96%
3093.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   42.63%
8076.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    0.40%
00969B.TWO | 次數: 1    | 勝率: 100.00% | 累計:    0.57%
1418.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -0.25%
6138.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -8.15%
7812.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -9.84%
2923.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -12.14%
8477.TWO   | 次數: 1    | 勝率:   0.00% | 累計:  -10.42%
1453.TW    | 次數: 1    | 勝率: 100.00% | 累計:    1.95%
6508.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    1.89%
4543.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -5.98%
2466.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -13.72%
2612.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -2.89%
00740B.TWO | 次數: 1    | 勝率:   0.00% | 累計:   -1.67%
2367.TW    | 次數: 3    | 勝率:  33.33% | 累計:   50.65%
3131.TWO   | 次數: 2    | 勝率: 100.00% | 累計:   60.62%
2426.TW    | 次數: 1    | 勝率: 100.00% | 累計:   59.40%
3031.TW    | 次數: 3    | 勝率:   0.00% | 累計:  -16.67%
3675.TWO   | 次數: 4    | 勝率:  25.00% | 累計:  -15.30%
8431.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -13.67%
3189.TW    | 次數: 2    | 勝率:  50.00% | 累計:   58.68%
2206.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.19%
8937.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -8.46%
6486.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    3.13%
2030.TW    | 次數: 3    | 勝率:  33.33% | 累計:   -4.40%
6928.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -12.24%
3443.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -11.85%
5328.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   11.28%
2329.TW    | 次數: 1    | 勝率: 100.00% | 累計:    5.31%
6163.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   -2.21%
2316.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -11.63%
7547.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   17.45%
6244.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -18.31%
2834.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -3.99%
2022.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -2.31%
8088.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   19.78%
1310.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -8.04%
2072.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   -8.12%
5386.TWO   | 次數: 1    | 勝率: 100.00% | 累計:  234.17%
00703.TW   | 次數: 2    | 勝率:   0.00% | 累計:   -5.54%
4551.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -3.94%
5608.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -9.07%
00865B.TW  | 次數: 1    | 勝率:   0.00% | 累計:   -0.17%
3438.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -6.86%
7795.TW    | 次數: 1    | 勝率: 100.00% | 累計:   40.66%
4904.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -0.99%
4946.TWO   | 次數: 3    | 勝率:  66.67% | 累計:   -0.50%
3209.TW    | 次數: 2    | 勝率: 100.00% | 累計:    6.68%
1305.TW    | 次數: 2    | 勝率:  50.00% | 累計:   -8.17%
00900.TW   | 次數: 1    | 勝率: 100.00% | 累計:    3.73%
3532.TW    | 次數: 1    | 勝率: 100.00% | 累計:   14.88%
1314.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.45%
00719B.TWO | 次數: 1    | 勝率:   0.00% | 累計:   -0.10%
1304.TW    | 次數: 4    | 勝率:  25.00% | 累計:  -10.80%
5274.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   26.54%
00923.TW   | 次數: 3    | 勝率:  33.33% | 累計:    0.81%
6873.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -5.24%
4909.TWO   | 次數: 3    | 勝率:  33.33% | 累計:   -5.01%
6016.TWO   | 次數: 3    | 勝率:  33.33% | 累計:   -9.16%
9906.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -7.08%
8069.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -8.71%
2340.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -2.11%
3138.TW    | 次數: 2    | 勝率:  50.00% | 累計:   22.07%
5347.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   47.00%
3017.TW    | 次數: 3    | 勝率:  33.33% | 累計:   -9.68%
3037.TW    | 次數: 1    | 勝率: 100.00% | 累計:   38.94%
1503.TW    | 次數: 2    | 勝率:  50.00% | 累計:   15.93%
3441.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -6.00%
8080.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -2.56%
5490.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -7.54%
6542.TWO   | 次數: 2    | 勝率: 100.00% | 累計:    2.87%
8482.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -11.22%
4768.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -8.39%
4755.TW    | 次數: 3    | 勝率:   0.00% | 累計:   -9.53%
5469.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -0.49%
00640L.TW  | 次數: 1    | 勝率:   0.00% | 累計:   -7.31%
2641.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    0.48%
6218.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -6.12%
6552.TW    | 次數: 2    | 勝率:  50.00% | 累計:    7.96%
2887.TW    | 次數: 1    | 勝率: 100.00% | 累計:    3.35%
1471.TW    | 次數: 1    | 勝率: 100.00% | 累計:    0.41%
2493.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -10.64%
1590.TW    | 次數: 2    | 勝率: 100.00% | 累計:    7.80%
4127.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    2.79%
00638R.TW  | 次數: 3    | 勝率:  66.67% | 累計:   -0.41%
00919.TW   | 次數: 2    | 勝率:  50.00% | 累計:   -4.65%
6217.TWO   | 次數: 2    | 勝率:  50.00% | 累計:  147.47%
1710.TW    | 次數: 3    | 勝率:   0.00% | 累計:  -18.48%
6213.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -26.45%
9103.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -12.35%
2337.TW    | 次數: 1    | 勝率: 100.00% | 累計:   86.36%
6133.TW    | 次數: 3    | 勝率:   0.00% | 累計:  -31.85%
4569.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -13.91%
7799.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -22.14%
3036.TW    | 次數: 2    | 勝率:  50.00% | 累計:   23.80%
8921.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -1.09%
2495.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.17%
6225.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -10.71%
1444.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -13.01%
0056.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -1.82%
8109.TWO   | 次數: 2    | 勝率:  50.00% | 累計:    0.92%
6512.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -0.96%
00882.TW   | 次數: 2    | 勝率: 100.00% | 累計:    1.74%
3546.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -6.75%
2377.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -6.03%
4583.TW    | 次數: 1    | 勝率: 100.00% | 累計:    4.09%
3293.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   -3.69%
00910.TW   | 次數: 1    | 勝率: 100.00% | 累計:   11.33%
1608.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -8.35%
8279.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    4.00%
2006.TW    | 次數: 1    | 勝率: 100.00% | 累計:    1.57%
6715.TW    | 次數: 1    | 勝率: 100.00% | 累計:  191.47%
00946.TW   | 次數: 1    | 勝率: 100.00% | 累計:    2.32%
3034.TW    | 次數: 1    | 勝率: 100.00% | 累計:    1.28%
1595.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    0.84%
